,Text,Sentiment,label_val,panjang_text
5048,interior lucu suka taman sejuk kemarin membeli pie apel nya manis keras dipanaskan cocok berkumpul berkumpul teman,positive,2,258
5049,dialog taktik koalisi pilihan kepala daerah jawa barat,neutral,1,42
5050,berita terbaru partai demokrat siapkan 30 ribu kartu tanda penduduk dukungan ily cakra,neutral,1,77
5051,orang yoyakarta bangsat kakak beli pertamax 95 mentang mentang pakai motor antre dijalur mobil dilayani disuruh antre jalur motor stuck nya ketulungan diskriminasi nya bayar huh kesal,negative,0,268
5052,cocok bersantai sayang nya liburan pengunjung padat parkir penuh berdebu kemarau makanan dijual enak mahal,negative,0,193
5053,rapi,negative,0,10
5054,order bukalapak siang nomer transaksi 180610914449 tagihan rupiah 534 665 transfer rupiah 535 000 uang nya diambil,neutral,1,164
5055,santap hidangan syukuran haji puluhan warga cugenang keracunan,neutral,1,64
5056,lotek kalipah 42 salah penjual lotek nikmat legendaris kota bandung lotek makanan khas indonesia sayuran nya bayam kangkung tauge nangka muda sayuran diaduk saus kacang kental saus kacang kental diracik langsung diulek bahan garam gula merah air cabai rawit kencur,positive,2,441
5057,orang goblok berbicara nya asalan,negative,0,45
5058,warga warakas mengaku menyesal pilih jokowi,negative,0,51
5059,restoran terletak gedung kartika sari makan selesai berbelanja interior nya lumayan bagus makanan sih spesial istimewa,negative,0,214
5060,coba steak nya menyangka sesuai pemandangan resto nya banget jujur steak nya enak,negative,0,200
5061,teguran allah nya sadar gubernur dipilih mengurus banjir,negative,0,144
5062,memesan menumpang kamar mandi saringan teh terletak lantai toilet shock nya pelayanan standar spesial mohon maaf sejujurnya nya,negative,0,251
5063,kondisi kelam indonesia pemilihan presiden 2019,neutral,1,43
5064,racikan mi nya variatif harga nya ramah dompet nya penuh,positive,2,76
5065,boros,negative,0,5
5066,warung steak dikenal menyajikan hidangan steak murah lezat sengaja mengunjungi warung steak diajak pasangan mencicipi harga berbanding terbalik steak lezat harga murah mengunjungi warung steak makanan pesan steak,positive,2,414
5067,untung ucl bikin seru,positive,2,42
5068,bagus,positive,2,5
5069,pasar tong tong dikenal kantin tong tong terletak selasar sebelah kanan gedung utama mal ciwalk berjajar gerai makanan minuman terletak ujung mudah menemukan nya lantai lantai 1 sempit lantai 2 luas pilihan hidangan makan minum tersedia beragam,positive,2,387
5070,suki sayuran nya segar varian nya enak sehat kuah nya ketagihan pelayanan nya pokok nya rekomendasi,positive,2,165
5071,macet 9 8 7 eh 16 macet jam nih,negative,0,95
5072,persiapan h dibantu karyawan hadir ramah informatif suasana nya hangat dekorasi nya memuaskan makanan nya lezat malam memorable 18th restoran layak bintang 5,positive,2,270
5073,nelayan lamongan demo besaran aksi 818 menentang kebijakan menteri susi,neutral,1,77
5074,macet oh surabaya ku,negative,0,32
5075,berlokasi jalan insinyur h djuanda terkenal jalan dago plaza dago menempati lantai 1 gedung 2 lantai mudah dijumpai pas jumat lumayan mengantre 2 keluarga japanese restoran bebas makan membayar dekorasi ruangan restoran,positive,2,375
5076,senyum marah marah,positive,2,44
5077,kesal banget dikasih ulangan mendadak bikin galau,negative,0,55
5078,macet menabrak,negative,0,34
5079,saran uruskan proyek tinja mu sok,negative,0,63
5080,pendaftaran esok kementerian kominfo buka beasiswa pelatihan digital 1 000 orang,neutral,1,94
5081,orang papua goblok berani jakarta bilang dukung ahok cina anjing bajingan biar injak injak jakarta orang papua kristen kebanyakan orang tolol goblok bodoh orang papua hidup nya miskin melarat,negative,0,252
5082,pesona riasan paes jawa gadis berambut pirang unik bikin bosan memandang cantik,positive,2,131
5083,bu susi pengalaman usaha perikanan nya tulus membantu nelayan,positive,2,97
5084,lokasi nya pojokan pertigaan parkir nya susah khusus nya makan siang time pekan keunikan nya peralatan makan zaman piring kaleng mug kaleng sampel hidangan nya khas sunda tersedia meja saji tinggal ambil bayar kebanyakan menu gorengan tempe ayam ikan mujair jeroan mantap,positive,2,466
5085,bubur ikan nya enak anyir ubar ubar nya enak berminyak telur dadar caipo nya berminyak enak,positive,2,132
5086,120 peserta lulus dibagi 4 kelas 30 siswa,neutral,1,93
5087,mc donalds mc donalds terame pengetahuan nya ramai lokasi nya strategis jalan raya utama ptn pts kos mas 24 jam ramai,positive,2,233
5088,pakai bahasa jawa anjing mengerti,negative,0,53
5089,pasangan pertahanan pilihan kepala daerah garut unggul,neutral,1,48
5090,mental jokowi mental anak bangsa menyimpang tembak titisan dajjal nya preman pasar orang agama moral calon perusak bangsa,negative,0,241
5091,kode akses pin,neutral,1,35
5092,nya nyaman menu bakso mi memesan mi yamin asin bakso pedas ditambah mangkok ceker suami memesan mi yamin hijau bakso mie nya enak gurih nya bakso khas isi nya bakso pedas berukuran irisan cabe rawit nya,positive,2,409
5093,salah kunci menutup kunci sesuai dijanjikan,negative,0,98
5094,harga premium enak coba puding mangga nya segar irisan mangga nya cocok makanan penutup sore,positive,2,130
5095,spot tayang trans7,neutral,1,35
5096,keren ditantang menteri susi sandiaga gelar festival danau sunter,neutral,1,69
5097,xiaomi samsung tergantung sih tipe sesuai biaya jual handphone nya,neutral,1,129
5098,demokrat sodorkan subri dampingi habib hadi pilihan kepala daerah,neutral,1,56
5099,kecewa cuci mobil 2 jam mobil kotor,negative,0,109
5100,lumayanlah minum kopi makanan pilihan harga standar nya nyaman serasa pribadi,positive,2,148
5101,daftar obat sakit tenggorokan diresepkan dijual bebas,neutral,1,62
5102,roti bakar tunggal beda roti bakar roti nya tebal olesan butter pilihan kopi keju strawberi kacang isian nya roti bakar nya tertutup roti bakar tunggal outlet outlet utama nya jalan jend sudirman,positive,2,350
5103,penyajian cepat pelayanan nya masakan enak harga relatif sesuai masakkan nya,positive,2,123
5104,jokowo gagal menurunkan harga bahan bakar minyak sungguh prestasi membanggakan,positive,2,89
5105,tengok setya novanto rumah tahanan komisi pemberantasan korupsi deisti tumpangi mobil rheza,neutral,1,63
5106,jenuh kepemimpinan jokowi jokowi pintar memainkan rakyat menganggap negara penghasil uang nya keluarga nya,negative,0,187
5107,percaya front pembela islam,positive,2,18
5108,pilihan kepala daerah sampang gerindra gandeng partai kebangkitan bangsa,neutral,1,44
5109,sebal bank negara indonesia reset password ibanking kode akses dikirim nomor akhiran 2008,negative,0,110
5110,mencuri,positive,2,13
5111,penakut melatih nya ikhlas kelemahan,negative,0,58
5112,pilihan makan minuman dipilih nya dibagi konsep harga pas kantong,positive,2,155
5113,sih nya front pembela islam nu panser gp ansor bubarkanfpi suka intimidasi alasan alasan masuk akal warga negara indonesia damai hidup negeri,negative,0,229
5114,ban deli 27 5 x 1 75 2 125,neutral,1,36
5115,marah indosat,negative,0,34
5116,nya indosat cari care pelanggan marah nih marah,negative,0,81
5117,rm makan sunda konsep jadoel memakai piring gelas kaleng menu nya lumayan libur penuh susah parkir,positive,2,146
5118,bakso malang karapitan kebebasan pilihan kombinasi menu bumbu sesuai selera pengunjung volume hidangan disesuaikan minat aroma kuah nya sungguh mengundang selera,positive,2,243
5119,oke bos handphone ngehank sehari,negative,0,65
5120,rizieq cabul setan iblis pembantu sirizik kerja nya jual agama duit pakai politik mengotori agama pakaian daster putih api neraka jemput,negative,0,224
5121,bandung gudang nya makan unik rumah makan unik makanan nya enak nikmat penikmat kuliner cari masakan rumah berasa selera selera masakan menu ayam kampung nya gurame goreng nya sayur kacang nya tumis hotplate kangkung nya cocok lidah bravo boemi mitoha,positive,2,403
5122,sekelas kafe harga warung kopi dessert nya direkomendasikan banget porsi nya murah cocok anak kos,positive,2,136
5123,malam minggu hujan deras memaksa pergi bareng keluarga sahabat lawang wangi pergilah 9 orang anak balita 4 menunggu sebentar ter kagum kagum pemandangan indah guyur hujan terkesan romantis pasangan,positive,2,399
5124,nya keren skywalk nya makanan nya enak pelayanan nya memuaskan rekomendasi banget makan malam romantis bareng pasangan menyesal nya ayo teman teman mengaku hit deh,positive,2,242
5125,jagoan nya nasi liwet memilih nasi liwet ayam kompliiit tempe mendoan sambal lalap ikan peda mantap bangeeed porsi nasi dihidangkan castrol cocok makan nya makan asep stroberi singaparna menyenangkan makan saung berbatasan langsung sungai salah nama nya sungai ciwulan,positive,2,396
5126,beredar pesan tenaga kerja indonesia hati hati bawa tas terbuka cina hancurkan indonesia tenaga kerja indonesia,negative,0,119
5127,mencari suasana nostalgia bandung pilhan menu makanan didominasi makanan makanan dipengaruhi gaya makanan belanda favorit steak sirloin orang bumbu nya manis restoran memiliki toko roti pilihan roti bergaya zaman,positive,2,321
5128,kentaki fried chicken makanan favorit ayam goreng renyah kebanyakan orang bumbu nya meresap daging ayam bosan makan,positive,2,192
5129,minuman nya enak kopi nya variasi nikmat nya minum kopi ditemani cuaca hujan ringan pemandangan eksotis server advisor ramah membantu mbak diah,positive,2,205
5130,diwaspadai media menggiring opini menyudutkan agama menyudutkan agama islam bahaya laten partai komunis indonesia titik,negative,0,142
5131,jokowi masyarakat memanfaatkan libur nasional hak pilih,neutral,1,83
5132,hai berubah benci kacau idaman sudi sebal,negative,0,134
5133,anies baswedan goblok mayoritas warga jakarta memilih orang goblok gue jakarta dinikmati goblok nya haha,negative,0,151
5134,jaksa enggan tanggapi uang diterima setya novanto,neutral,1,61
5135,nya restoran sunda sih bandung ciganea salah favorit suka ayam nya khas digoreng nya kering sambal nya kalah enak menu enak nya rumah bersih pelayanan nya cepat harga nya mahal,positive,2,370
5136,telkomsel marah lamban penanganan pelayanan pelanggan,negative,0,77
5137,jokowi kayak cebong retas,negative,0,39
5138,rumah makan menyediakan beragam makanan langsung pilih nya sate paru sate bakso perkedel kentang goreng aneka seafood goreng bakar ayam goreng sambal hijau kasir pilihan menghangatkan makanan langsung disantap meja disuguhkan gratis segelas teh tawar sambal lalapan nya ambil,positive,2,437
5139,rezim gila negara mengharapkan piutang bahan pokok listrik mahal bahan bakar minyak mahal muak,negative,0,132
5140,nya bagus sayang toilet nya memadai lokasi strategis harga tiket masuk murah tiket masuk ditukarkan aqua bibit tanaman,positive,2,164
5141,remaja samarinda ceking ceking gizi suka pakai baju gombrong aduh gue bentak ciut nyali nya samarinda samarinda perkembangan lambat organisasi masyarakat organisasi masyarakat,negative,0,248
5142,salah makan suasana alam lumayan bagus makanan enak harga nya makan menyerupai rumah rumah kayu pedesaan tradisional makan menyediakan vila menginap suasana malam bagus,positive,2,307
5143,lokasi resto bandung melewati lembang terbayar kelelahan resto lokasi sejuk indah pemandangan nya makanan disajikan menu makanan barat steak menu indonesia sop buntut steak nya enak mahal harga nya cocok santai keluarga,positive,2,373
5144,disertai nomor rekening sumbangan dikirim via jne tiki kurir pengantaran,neutral,1,118
5145,beli baju style2 nya korea shopee kah toko nya lucu lucu bagus barang nya,positive,2,140
5147,alhamdulillah mudah mudahan pilihan kepala daerah palopo haidir basir dipercayakan gerindra amin allah,positive,2,104
5148,menu makanan cina makanan lumayan lengkap porsi makanan beli paket nasi sayiuran mangkok,negative,0,153
5149,kuat beli indosat beli indomie,neutral,1,49
5150,enak gurami cobek lezat suka karedok nya segar bandung,positive,2,137
5151,sombong jokowi aktivis aktivis hebat provokator perang mahasiswa perang negara kesatuan republik indonesia paham terorisme pengecut bersembunyi,negative,0,272
5152,suka nongkrong menyatu alam nya makanan standard santai santai adem adem,positive,2,143
5153,menyenangkan,positive,2,12
5154,sulit mencari nya petunjuk arah front office jam 10 malam orang pelayanan oke fasilitas komplet rekomendasi istirahat pertemuan teman teman,positive,2,300
5155,kerja perjalanan keluarga teman teman pasangan santai santai nya enak alunan musik sunda relaxing banget gubuk gubuk makan menikmati suasa alam ditata natural sayang makanan nya enak standart dicoba berharap makanan nya,negative,0,399
5156,ayo laporkan rakyat mendukung fadli zon masuk buih gelar lambe tura fadli zon badut gerinda rakyat partai gerinda partai suka memfitnah,negative,0,191
5157,kesal wi 2014 presiden nya petugas partai,negative,0,75
5158,kopi nya enak camilan nya enak enak sih sayang porsi nya liliput deh __laugh__ asyik kumpul teman asyik nya sih,positive,2,150
5159,terima kasih cosmetics jatuh cinta banget pokok nya produk,positive,2,72
5160,sekeluarga makan malam dirak cha barbeque beef prawn chiken bakso sapi cumi ikan sayuran makanan nya okok daging bakar okok spesial pelayanan oke,positive,2,211
5161,gue jenuh film indonesia pemain nya,negative,0,101
5162,pilihan shabu nya menu shabu makanan penutup nya es delima enak,positive,2,112
5163,jakarta suka mampir bakmi gm pergi ciwalk mie nya tipe nya tipis konsisten zaman suka makan jakarta rekomendasikan pangsit goreng saos cocolan nya pangsit nya renyah banget,positive,2,305
5164,bin trip berkesempatan mencoba makanan valley kedatangan 2 kalinya 1x reservasi duduk bos gagal deh mencoba kemarin mencoba steak tenderloin classic steak oke lasagna nya enak salad nya oke pemandangan resto mantap,positive,2,364
5165,gold star kafe sport lounge direkomendasikan berkunjung bandung kafe rooftop pemandangan 360 derajat lokasi kota bandung menikmati sunset live musik nya makanan minuman terjangkau cocok banget nya acara wedding birthday pesta arisan lantai 2 lapangan futsal rekomendasi,positive,2,417
5166,antek prabowo nongol mati barisan sakit hati,negative,0,70
5167,hanamasa harga nya 120 orang puas nya ambil makanan sepuas nya mengecewakan pintar pintar meracik penggemar daging sapi suka,positive,2,227
5168,terang kecewa pelayanan nya terawat libur lebaran menunggu 1 jam restoran buka udang bakar madu harga relatif mahal,negative,0,227
5169,suka goreng ikan nya lezat semoga,positive,2,80
5170,2 x sore siang nya bagus nya asyik sore malam suasana romantis dingin nya banget bagus,positive,2,221
5171,makanan standar harga standar sungguh diandalkan mal membawa keluarga,positive,2,122
5172,lunak tersisa tulang tulang nya nya lumayan nyaman layak dicoba,positive,2,122
5173,bakso hit pas padat liburan bakso nya standar enak bakso abang gerobak,positive,2,150
5174,menu makanan barat lengkap berkelas hawa lembah dingin terang lampu tertata rapi suasana makan asyik direkomendasikan pasangan berbulan madu,positive,2,231
5175,rumah makan ampera menyajikan makanan khas sunda ayam bakar goreng pepes gurame miscall miscall udang jeroan sapi tumisan tumisan sop buntut enak makanan dihangatkan makan nya panas panas ciri khas sambal nya jenis sambal lalapan ambil nikmati sepuas nya top,positive,2,476
5176,dhl membuka lowongan pekerjaan costumer service,neutral,1,60
5177,saudara saudara sebangsa setanah air waspadalah mayoritas negara bergerak menghancurkan jagalah,negative,0,176
5178,kupon isi ulang kuota data tri 33 gb 30 harga nya 75 ribu,neutral,1,62
5179,perayaan ulang berkesan pelayanan nya memuaskan makanan minuman disajikan sesuai selera pelayanan waitress nya della ramah terima kasih trans luxury hotel rekomendasi mengunjungi,positive,2,254
5180,beli kuota mahal mahal masuk aplikasi telkomsel marah pakai,negative,0,120
5181,bakso ngehits bandung menawarkan bakso beragam isian variasi topping bakso keju andalan nya,positive,2,127
5182,hotel hitungan pelayanan terburuk harga mahal,negative,0,65
5183,konsep bus surabaya bagus,positive,2,39
5185,teman merekomendasikan mi bakso nya berbeda memakai babat lokasi mesjid agung bandung gedung asia afrika sederhana bersih porsi rupiah 55 000 minuman alpukat mentega nya rupiah 30 000 enak harga berbohong,positive,2,321
5186,pakai indosat marah dipakai,negative,0,77
5187,malam minggu resto penuh masuk kiosk braga city walk suami pesan nasi goreng enak banget pesan soto sulung enak,positive,2,170
5188,pelayanan nya bagus nya bagus bikin romantis enak santai mendengar musik makanan nya enak nya rapat santai pelayan nya ramah pemandangan nya bagus pelayanan terbaik alami kuliner resto semoga restoran terindah nomor 1in bandung,positive,2,368
5189,deretan jalan setiabudhi bandung berjajar kafe resto sura menu utama nya viva nya luas harga nya pesaing persis sebelah nya berkisar 1000 3000 menu viva patut dicoba pilihan jam buka fleksibel buka siang pesaing nya buka sore,positive,2,415
5190,restoran ramai pekan kerja ramai sambal hijau nya khas bergaya sunda asli menu disajikan menggugah selera ayam goreng nya dicoba menambah 1 porsi khusus ayam,positive,2,292
5191,minimal internet putus 1 rumah pakai simpati connect internet,neutral,1,107
5192,sayang,positive,2,6
5193,jarang banget buka pagi nongkrong pagi nya bikin betah menu makanan nya komplit paket sarapan makan berat,positive,2,214
5194,restoran pelayan nya orang,neutral,1,90
5195,makan siang istri restoran letak nya daerah ciumbeleuit utara kota bandung jalan raya lokasi nya sepi luas restoran acara pernikahan acara acara grup restoran nya berkesan vintage restoran mewah menu nya kebanyakan menu eropa menu indonesia,positive,2,416
5196,bandung bubur ayam porsi berpadu harga hemat bubur ayam h amis melewati jalan padjadjaran bandung wajib mampir sarapan makan siang makan malam menutup bubur ayam buka pagi malam kaldu nya khas bubur nya padat,positive,2,378
5197,jampoeng daun suasana dingin enak hujan inovasi berubah harga cocok paker,negative,0,187
5198,makanan hanamasa lezat reccomended ku shabu shabu tempura lezat memakai bahan berkualitas menyayangkan nampan buffet nama makanan mengambil jenis daging membedakan jenis daging nampan 1 nampan,positive,2,391
5199,nya lucu pas masuk 3 meja terisi menu nya lumayan beragam harga standar pelayanan lumayan foto foto enak cocok kumpul arisan,positive,2,201
5200,makanan enak berbeda konsep kafe menulis sarapan also jam 8 9 pagi tutup sedih kecewa tolong manajemen jam sarapan jam,negative,0,268
5201,memilih makan saung pemandangan sawah memesan nasi timbel komplit surabi oncom colenak pesanan menunggu kecewa serabi nya ekspektasi enak,negative,0,239
5202,makan nyaman makan desa makanan nya enak sesuai harga nya mahal pemandangan nya bagus,positive,2,190
5203,banjir diatasi bodoh sih,negative,0,43
5204,mantan gubernur salah omong tersinggung demo penjara gereja bom romo dibacok langsung bilang salahkan agama nya salahkan orang nya lenyap sekejap besok nya terulang indonesia kayak coba kasih toleransi umat,negative,0,350
5205,sambal nya enak sedap banget ayam bakar nya bumbu nya meresap sambal nya enak pedas harga terjangkau 22 ribu rupiah kenyang paket ayam nasi plus tempe sambal lalap nya mudah dijangkau kendaraan pribadi angkutan,positive,2,300
5206,terletak ketinggian kota bandung suasana resto santai nyaman malam pilihlah duduk pinggir jendela lilatlah bandung malam pasangan live musik menyumbangkan suara emas pilihan menu mendekati enak menu spesial,negative,0,364
5207,dengarkan luhut jokowi partai komunis indonesia buka sembunyi instansi instansi pemerintah,negative,0,141
5208,mengecewakan,negative,0,12
5209,rapat perdana pembentukan tim koalisi kebinekaan partai demokrat partai keadilan persatuan indonesia amp partai keadilan sejahtera mengusung benny k harman amp ban nya litelnoni paket harmoni calon gubernur wakil gubernur pro net periode 2018 2023,neutral,1,229
5210,2 resto resto terbilang unik gaya tradisional sunda suasana nyaman menu pilihanbanyak harga reasonable rekomendasi berkuliner bandung,positive,2,202
5211,jujur posisi enak banget diet sepi enak enak pas promo nya bahagia deh makan haha,positive,2,162
5212,ah payah banget manchester city kalah dikandang tim cupu liga champions diliga doang jago memalukan inggris,negative,0,140
5213,membicarakan kampung daun nya juara kafe model kampung perbukitan lengkap mini air terjun sungai mengalir ditambah hawa nya dingin 98 juara 1 nya cari parkir susah mobil parkiran gede sih saking nya kadang parkir nya diujung banget cape jalan nya 1 nya daftar tunggu,positive,2,424
5214,memutuskan mengunjungi restoran makan malam menginap bandung lokasi nya hotel menginap suasana restoran menarik memiliki desain bagus memesan makanan direkomendasikan pelaya nya terbilang enak,positive,2,336
5215,terkadang kesalahan nya,positive,2,81
5216,rm ayam goreng brebes menyediakan makanan khusus nya ayam bakar ayam bakar nya terkenal lezat nya cita bakar ayam nya lembang lupa mampir rumah makan ayam goreng brebes,positive,2,257
5217,gue menyesal pilih jokowi ahok semoga pendapat gue berubah jabatan,negative,0,133
5218,sabtu pergi lembang bandung liburan jalan jalan lembang makan waroeng sambal makanan nya enak nya nyaman banget nongkrong harga nya murah pelayanan nya memuaskan terima kasih waroeng sambal,positive,2,290
5219,kampanye pilihan gubernur jawa timur 2018 pasangan calon khofifah emil gus ipul puti beradu debat putaran pamungkas,neutral,1,131
5220,bandung pekan kemarin kunjungan kerja menyempatkan mampir batagor kingsley makan kalinya sih nya bersih batagor nyaman,positive,2,276
5221,kue ulang spesial pakai telur sepiring plus mozzarella impor indomie indonesia,neutral,1,110
5222,suasana sore menjelang malam menyenangkan ornamen resto berisi informasi sejarah nya bandung keberadaan braga makanan enak harga masuk akal ukuran kantong pelancong jakarta dicoba milkshake ketan hitam segar,positive,2,320
5223,warung mak aneh gang terasana 132 menampak bersih enak pelayananan cepat masuk kemari mobil parkir rumah sakit melinda gang sebelah rumah sakit melinda jalan pajajaran jalan kaki 50 miliar kerah warung buka jam 07 00 16 00 habis jam 14 00 habis,positive,2,352
5224,makan malam kampung daun pekan keluarga makanan istimewa menang nya tenang kampung cocok bersantai keluarga,positive,2,233
5225,diperbincangkan terpikir hubungan rekomendasi partai keadilan sejahtera pilihan gubernur urusan calon presiden demokrat,neutral,1,156
5226,2 pilihan ruangan ac non ac pilih ac menu nya mi ayam mi bakso mi goreng mie tek tek enak porsi nya pelayanan nya bagus cepat meja nya tertata rapi toilet rapi wangi beda bakso nyaman nge mi,positive,2,330
5227,produk lurik mbak welas keren banget deh,positive,2,47
5228,masakan indonesia makanan standar pelayanan harga lumayan terjangkau konsep makan lesehan ala pedesaan cocok makan sekeluarga,positive,2,170
5229,berbohong jokowi cebong ahli nya hayo sapa,negative,0,84
5230,diam km indosat marah,negative,0,44
5231,salah makan nasi goreng kepiting wajib dikunjungi restoran tempo dikunjungi turis asing suasana nya asyik banget santai kongkow bareng teman teman,positive,2,194
5232,menu makanan bervariasi bikin padat dibersihkan lantai murah nya,positive,2,141
5233,makan nuansa doraemon harga makanan nya murah pilihan nya luas nyaman lantai 2 menyerupai kamar nobita lengkap meja belajar mesin pintu boneka doraemon komik komik dibaca menunggu makanan menikmati hidangan menonton film doraemon anak senang makan lanjutan,positive,2,417
5235,menteri sok lucu ri miskin kinerja sensasi daftar odong odong mempan pakai jurus ah asyik,negative,0,157
5236,11 pagi pekan pengunjung padat disarankan mengendarai mobil sedan jalan rusak masuk membayar pesanan minimal order rupiah 25 000 pilihan menu nya bervariasi memesan puding silky green tea wangi nya pas,positive,2,401
5237,kebahagiaan,negative,0,17
5238,eci bangsa indonesia eci musuh pribumi muslim,neutral,1,66
5239,menanggapi tablig akbar ustaz abdul somad palembang kemarin hadir masjid aqobah 1 pusri sungguh menambah spirit persatuan umat lihat nu muhammadiyah ikhwan front pembela islam awaliyyun juta salafy berkumpul allahu akbar,positive,2,263
5240,sih zaadith cari perhatian jokowi sih agus pahlawan aksi langsung papua mengoceh mengoceh masuk televisi,negative,0,184
5241,ikutan lelang menang barang nya bagus sih gila salut admin nya,positive,2,105
5242,pesan sop iga favorit via foodpanda pelayan nya cepat 45 menit driver nya sopan lokasi bakso malang karapitan merdeka cocok makan kenyang bip,positive,2,210
5243,restoran memiliki pemandangan bagus jenis makanan nya lengkap harga terjangkau pelayanan nya cepat,positive,2,135
5244,menyenangkan makanan enak pelayanan makanan dipesan minuman enak enak,negative,0,113
5245,nya lumayan enak nyaman triliun bone steak nya senang makan steak parkir nya luas menyebalkan banget makan disuruh memindahkan mobil orang selesai makan kendaraan nya mengganggu,negative,0,319
5246,rumah makan ampera bandung banget deh pemilik menu nya tradisional sunda pilihan langsung pilih pilih plus sambal lalapan beraneka ragam meunah pokok nya,positive,2,249
5247,perut kosong konsep nya ala makan puas banget makan sesuai harga nya suka nya shabu shabu enak banget,positive,2,185
5248,sehari kedatangan reservasi jam 10 30 lokasi konfirmasi kursi 1 2 sesuai jadwal mendapati orang menempati kursi mengambil kursi kecewa berbeda restoran sunda istimewa,negative,0,423
5249,perihal pergantian rekening pembayaran autodebet badan penyelenggara jaminan sosial luqman kantor cbg bank mandiri pengajuan autodebet pemberhentian,neutral,1,203
5250,nya nyaman cocok nongkrong nongkrong cantik pancake nya enak banget enak duduk meja,positive,2,125
5251,wakil ketua dewan perwakilan rakyat ri agus hermanto mengikuti doa tahlil mengenang 1th wafat nya kakak kandung mantan ketua partai demokrat h hadi utomo,neutral,1,177
5252,pemandangan interior nya outstanding salah alasan pilih resto lapar restoran penuh deh makan mengalami meja 30 menit order sanggup sayang berempat order makanan lalat nya suka,negative,0,406
5253,mi enak bakso mantap kuah segar sayang saos dicampur langsung bumbu bakmi suka makanan langsung saos merusak asli menonjol harga menu menu disajikan bakso goreng 3 butir rupiah 28 000 menu tambahan pesan meja disajikan seporsi mi ayam manis pedas,neutral,1,378
5254,suasa romantis makan malam bandung orang terkasih berkumpul kawan keluarga valleylah nya restoran terletak dataran terbilang bandung makan malam menikmati indah nya kota kota bandung kerlip kerlip lampu nya menawan makanan nya enak terbilang mahal,positive,2,444
5255,rekomendasi mbak waitress coba menu ph berjudul italia beef orzo menu orzo menu coba oriental chicken orzo suka saus tomat ph coba menu italia porsi nya pas teman laki laki bilang coba enak banget top deh pokok nya,positive,2,447
5256,mantap golkar demokrat penjajakan partai kebangkitan bangsa pilihan gubernur jabar,neutral,1,71
5257,makan tap harga nya mahal makanan dijualkan makan indonesia nya mohon dipertimbangkan harga mahal jajanan bandung pilihanlah menikmati makanan sejenis murah nasi goreng mahal banget banget kesal,negative,0,323
5258,bahaya laten tii diwaspadai dipantau menerus aparat keamanan hukum lengah,negative,0,110
5259,resto memiliki suasana nyaman gaya kampung tradisional cocok dikunjungi sore malam suasana romantis cahaya temaram obor api unggun makanan disajikan bervariasi makanan indonesia european makanan serba cocok menhabiskan teman keluarga,positive,2,359
5260,sensasi unik pengalaman ngampung kota mantap terkadang makan ramai pengunjung berdesakan berburu dapatkan duduk hehe variasi makanan nya mengampung harga makanan nya mengampung alias harga kota bagus ide,positive,2,331
5261,penutupan jalan jatibaru gubernur jakarta anies dilaporkan polisi pas ahok penutupan jalan berani melapor adil kawan kawan,negative,0,179
5262,three tipu beli paket nomor 1 unduh game size 1 gb masak log habis nya 75 gb log donlod game 1 gb,negative,0,143
5263,tangkap sayang gara gara negara kacau,negative,0,62
5264,hasil pertandingan sriwijaya fc lawan persebaya surabaya skor 3 3,neutral,1,70
5265,tjahjo ku mulu menteri,negative,0,49
5266,marah sungguh indosat 24 jam akses data terima kasih pelayanan super lemah otak indosat,negative,0,158
5267,yusri binti maling,negative,0,20
5268,pesan ayam kuning dibakar sambal dadak gula suka manis jengkol lalap nya segar,positive,2,128
5269,melipir ayam goreng raos terdesak hujan deras mampir nasi ayam bakar tempe es teh manis rupiah 25 000 00 mahal nih enak sih spesial bumbu penyajian sepi,negative,0,297
5270,sih beli tiket traveloka terpercaya,positive,2,49
5271,cinta banget indonesia cinta produk indonesia,positive,2,54
5272,tanggal 12 february ulang pacar mengajak makan restaurant woori terkenal bandung kado ulang makan enak jam 3n penuh menunggu daftar tunggu 4 meja 15 menit,negative,0,370
5273,pilihan makanan nya lumayan enak sayang pelayanan nya bagus pelayan nya mengobrol jalan panggil mengobrol nya bagus nyaman,positive,2,205
5274,jaksa komisi pemberantasan korupsi anggap syarat materiil dakwaan setya novanto terpenuhi,neutral,1,70
5275,makan pesan pizza nya enak murah mahal enak bersantai teman teman,positive,2,146
5276,lumayan nongkrong kumpul teman teman makanan nya sih pemandangan nya enak pusat kota,positive,2,121
5277,bersih,negative,0,12
5278,bagus direkomendasikan banget saung saung makan memilih makan nya suasana pedesaan banget cocoklah ngadem kota sumpek macet,positive,2,210
5279,bank negara indonesia life renovasi pesantren madrasah tasikmalaya,neutral,1,65
5280,enak direkomendasikan wisatawan khusus nya mengunjungi bandung disarankan jam 11 jam 11 ramai,positive,2,172
5281,coba deh masakan vegetarian sehat varian bawa keluarga harga mahal,positive,2,108
5282,kasihan prabowo anak buah menambah beban buang berguna dipertahankan,negative,0,116
5283,makanan cari bandung batagor batagor enak banget harga nya mahal beli dijadikan enak banget deh pokok nya 4 3 malam bandung warga makan batagor burangrang,positive,2,301
5284,makan libur lebaran menginap salah hotel kota bandung letak nya strategis pusat perbelanjaan braga city walk pas perempatan makan warung bakso ceker braga nya ramai istri memesan bakso rusuk anak memesan mi yamin lumayan enak,positive,2,358
5285,pakai paket simpati loop jaringan nya lumayan bagus,positive,2,60
